source city,source country,source cont.,dest. city,dest. country,dest. cont.,active
Denver,United States,N. A,Anchorage,United States,N. A,Y
Denver,United States,N. A,Aspen,United States,N. A,Y
Denver,United States,N. A,Atlanta,United States,N. A,Y
Denver,United States,N. A,Austin,United States,N. A,Y
Denver,United States,N. A,Scottsbluff,United States,N. A,Y
Denver,United States,N. A,Bakersfield,United States,N. A,Y
Denver,United States,N. A,Birmingham,United States,N. A,Y
Denver,United States,N. A,Billings,United States,N. A,Y
Denver,United States,N. A,Bismarck,United States,N. A,Y
Denver,United States,N. A,Nashville,United States,N. A,Y
Denver,United States,N. A,Boise,United States,N. A,Y
Denver,United States,N. A,Boston,United States,N. A,Y
Denver,United States,N. A,Burbank,United States,N. A,Y
Denver,United States,N. A,Baltimore,United States,N. A,Y
Denver,United States,N. A,Bozeman,United States,N. A,Y
Denver,United States,N. A,Chadron,United States,N. A,Y
Denver,United States,N. A,Cedar Rapids,United States,N. A,Y
Denver,United States,N. A,Cleveland,United States,N. A,Y
Denver,United States,N. A,Charlotte,United States,N. A,Y
Denver,United States,N. A,Columbus,United States,N. A,Y
Denver,United States,N. A,Moab,United States,N. A,Y
Denver,United States,N. A,Cody,United States,N. A,Y
Denver,United States,N. A,Colorado Springs,United States,N. A,Y
Denver,United States,N. A,Casper,United States,N. A,Y
Denver,United States,N. A,Cancun,Mexico,N. A,Y
Denver,United States,N. A,Cincinnati,United States,N. A,Y
Denver,United States,N. A,Cheyenne,United States,N. A,Y
Denver,United States,N. A,Dayton,United States,N. A,Y
Denver,United States,N. A,Washington,United States,N. A,Y
Denver,United States,N. A,Dodge City,United States,N. A,Y
Denver,United States,N. A,Dallas-Fort Worth,United States,N. A,Y
Denver,United States,N. A,Dickinson,United States,N. A,Y
Denver,United States,N. A,Durango,United States,N. A,Y
Denver,United States,N. A,Des Moines,United States,N. A,Y
Denver,United States,N. A,Detroit,United States,N. A,Y
Denver,United States,N. A,Vail,United States,N. A,Y
Denver,United States,N. A,El Paso,United States,N. A,Y
Denver,United States,N. A,Eugene,United States,N. A,Y
Denver,United States,N. A,Newark,United States,N. A,Y
Denver,United States,N. A,Fairbanks,United States,N. A,Y
Denver,United States,N. A,Fargo,United States,N. A,Y
Denver,United States,N. A,Fresno,United States,N. A,Y
Denver,United States,N. A,Kalispell,United States,N. A,Y
Denver,United States,N. A,Fort Lauderdale,United States,N. A,Y
Denver,United States,N. A,Frankfurt,Germany,EU.,Y
Denver,United States,N. A,Sioux Falls,United States,N. A,Y
Denver,United States,N. A,Gillette,United States,N. A,Y
Denver,United States,N. A,Spokane,United States,N. A,Y
Denver,United States,N. A,Grand Forks,United States,N. A,Y
Denver,United States,N. A,Grand Junction,United States,N. A,Y
Denver,United States,N. A,Grand Rapids,United States,N. A,Y
Denver,United States,N. A,Great Falls,United States,N. A,Y
Denver,United States,N. A,Gunnison,United States,N. A,Y
Denver,United States,N. A,Hayden,United States,N. A,Y
Denver,United States,N. A,Helena,United States,N. A,Y
Denver,United States,N. A,Honolulu,United States,N. A,Y
Denver,United States,N. A,Huntsville,United States,N. A,Y
Denver,United States,N. A,Hays,United States,N. A,Y
Denver,United States,N. A,Washington,United States,N. A,Y
Denver,United States,N. A,Houston,United States,N. A,Y
Denver,United States,N. A,Wichita,United States,N. A,Y
Denver,United States,N. A,Idaho Falls,United States,N. A,Y
Denver,United States,N. A,Indianapolis,United States,N. A,Y
Denver,United States,N. A,Williston,United States,N. A,Y
Denver,United States,N. A,Jacksn Hole,United States,N. A,Y
Denver,United States,N. A,Kona,United States,N. A,Y
Denver,United States,N. A,Laramie,United States,N. A,Y
Denver,United States,N. A,Las Vegas,United States,N. A,Y
Denver,United States,N. A,Los Angeles,United States,N. A,Y
Denver,United States,N. A,Lubbock,United States,N. A,Y
Denver,United States,N. A,New York,United States,N. A,Y
Denver,United States,N. A,Lihue,United States,N. A,Y
Denver,United States,N. A,Little Rock,United States,N. A,Y
Denver,United States,N. A,Lincoln,United States,N. A,Y
Denver,United States,N. A,Midland,United States,N. A,Y
Denver,United States,N. A,Kansas City,United States,N. A,Y
Denver,United States,N. A,McCook,United States,N. A,Y
Denver,United States,N. A,Orlando,United States,N. A,Y
Denver,United States,N. A,Memphis,United States,N. A,Y
Denver,United States,N. A,Mexico City,Mexico,N. A,Y
Denver,United States,N. A,Medford,United States,N. A,Y
Denver,United States,N. A,Milwaukee,United States,N. A,Y
Denver,United States,N. A,Moline,United States,N. A,Y
Denver,United States,N. A,Minot,United States,N. A,Y
Denver,United States,N. A,Monterey,United States,N. A,Y
Denver,United States,N. A,Madison,United States,N. A,Y
Denver,United States,N. A,Missoula,United States,N. A,Y
Denver,United States,N. A,Minneapolis,United States,N. A,Y
Denver,United States,N. A,New Orleans,United States,N. A,Y
Denver,United States,N. A,Montrose CO,United States,N. A,Y
Denver,United States,N. A,Tokyo,Japan,AS.,Y
Denver,United States,N. A,Kahului,United States,N. A,Y
Denver,United States,N. A,Oklahoma City,United States,N. A,Y
Denver,United States,N. A,Omaha,United States,N. A,Y
Denver,United States,N. A,Ontario,United States,N. A,Y
Denver,United States,N. A,Chicago,United States,N. A,Y
Denver,United States,N. A,Portland,United States,N. A,Y
Denver,United States,N. A,Page,United States,N. A,Y
Denver,United States,N. A,Philadelphia,United States,N. A,Y
Denver,United States,N. A,Phoenix,United States,N. A,Y
Denver,United States,N. A,Peoria,United States,N. A,Y
Denver,United States,N. A,Pierre,United States,N. A,Y
Denver,United States,N. A,Pittsburgh,United States,N. A,Y
Denver,United States,N. A,Pasco,United States,N. A,Y
Denver,United States,N. A,Palm Springs,United States,N. A,Y
Denver,United States,N. A,Puerto Vallarta,Mexico,N. A,Y
Denver,United States,N. A,Rapid City,United States,N. A,Y
Denver,United States,N. A,Redmond-Bend,United States,N. A,Y
Denver,United States,N. A,Rock Springs,United States,N. A,Y
Denver,United States,N. A,Reno,United States,N. A,Y
Denver,United States,N. A,Santa Fe,United States,N. A,Y
Denver,United States,N. A,San Diego,United States,N. A,Y
Denver,United States,N. A,San Antonio,United States,N. A,Y
Denver,United States,N. A,Santa Barbara,United States,N. A,Y
Denver,United States,N. A,Louisville,United States,N. A,Y
Denver,United States,N. A,Seattle,United States,N. A,Y
Denver,United States,N. A,San Francisco,United States,N. A,Y
Denver,United States,N. A,Springfield,United States,N. A,Y
Denver,United States,N. A,Saint George,United States,N. A,Y
Denver,United States,N. A,Shreveport,United States,N. A,Y
Denver,United States,N. A,San Jose,United States,N. A,Y
Denver,United States,N. A,San Jose Del Cabo,Mexico,N. A,Y
Denver,United States,N. A,Salt Lake City,United States,N. A,Y
Denver,United States,N. A,Sacramento,United States,N. A,Y
Denver,United States,N. A,Santa Ana,United States,N. A,Y
Denver,United States,N. A,St. Louis,United States,N. A,Y
Denver,United States,N. A,Tampa,United States,N. A,Y
Denver,United States,N. A,Tulsa,United States,N. A,Y
Denver,United States,N. A,Tucson,United States,N. A,Y
Denver,United States,N. A,Traverse City,United States,N. A,Y
Denver,United States,N. A,Knoxville,United States,N. A,Y
Denver,United States,N. A,Bentonville,United States,N. A,Y
Denver,United States,N. A,Edmonton,Canada,N. A,Y
Denver,United States,N. A,Fort Mcmurray,Canada,N. A,Y
Denver,United States,N. A,Regina,Canada,N. A,Y
Denver,United States,N. A,Vancouver,Canada,N. A,Y
Denver,United States,N. A,Winnipeg,Canada,N. A,Y
Denver,United States,N. A,Saskatoon,Canada,N. A,Y
Denver,United States,N. A,Calgary,Canada,N. A,Y
Denver,United States,N. A,Toronto,Canada,N. A,Y
Dallas-Fort Worth,United States,N. A,Cleveland,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Charlotte,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Denver,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Newark,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Frankfurt,Germany,EU.,Y
Dallas-Fort Worth,United States,N. A,Washington,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Houston,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Los Angeles,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Chicago,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Philadelphia,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,San Salvador,El Salvador,N. A,Y
Dallas-Fort Worth,United States,N. A,San Francisco,United States,N. A,Y
Dallas-Fort Worth,United States,N. A,Toronto,Canada,N. A,Y
Durango,Mexico,N. A,Houston,United States,N. A,Y
Durango,Mexico,N. A,Los Angeles,United States,N. A,Y
Dickinson,United States,N. A,Denver,United States,N. A,Y
Dakar,Senegal,AF.,Brussels,Belgium,EU.,Y
Dakar,Senegal,AF.,Conakry,Guinea,AF.,Y
Dakar,Senegal,AF.,Freetown,Sierra Leone,AF.,Y
Dakar,Senegal,AF.,Washington,United States,N. A,Y
Dakar,Senegal,AF.,Johannesburg,South Africa,AF.,Y
Douala,Cameroon,AF.,Brussels,Belgium,EU.,Y
Douala,Cameroon,AF.,Yaounde,Cameroon,AF.,Y
Duluth,United States,N. A,Chicago,United States,N. A,Y
Doha,Qatar,AS.,Bahrain,Bahrain,AS.,Y
Doha,Qatar,AS.,Dubai,United Arab Emirates,AS.,Y
Doha,Qatar,AS.,Frankfurt,Germany,EU.,Y
Durango,United States,N. A,Denver,United States,N. A,Y
Des Moines,United States,N. A,Denver,United States,N. A,Y
Des Moines,United States,N. A,Newark,United States,N. A,Y
Des Moines,United States,N. A,Houston,United States,N. A,Y
Des Moines,United States,N. A,Chicago,United States,N. A,Y
Detroit,United States,N. A,Charlotte,United States,N. A,Y
Detroit,United States,N. A,Denver,United States,N. A,Y
Detroit,United States,N. A,Newark,United States,N. A,Y
Detroit,United States,N. A,Frankfurt,Germany,EU.,Y
Detroit,United States,N. A,Washington,United States,N. A,Y
Detroit,United States,N. A,Houston,United States,N. A,Y
Detroit,United States,N. A,Chicago,United States,N. A,Y
Detroit,United States,N. A,Philadelphia,United States,N. A,Y
Detroit,United States,N. A,Phoenix,United States,N. A,Y
Detroit,United States,N. A,Toronto,Canada,N. A,Y
Dublin,Ireland,EU.,Boston,United States,N. A,Y
Dublin,Ireland,EU.,Newark,United States,N. A,Y
Dublin,Ireland,EU.,Washington,United States,N. A,Y
Dublin,Ireland,EU.,New York,United States,N. A,Y
Dublin,Ireland,EU.,Chicago,United States,N. A,Y
Du Bois,United States,N. A,Cleveland,United States,N. A,Y
Du Bois,United States,N. A,Franklin,United States,N. A,Y
Duesseldorf,Germany,EU.,Newark,United States,N. A,Y
Duesseldorf,Germany,EU.,Chicago,United States,N. A,Y
Dubai,United Arab Emirates,AS.,Doha,Qatar,AS.,Y
Dubai,United Arab Emirates,AS.,Washington,United States,N. A,Y
Dubai,United Arab Emirates,AS.,Muscat,Oman,AS.,Y
Dubai,United Arab Emirates,AS.,Zurich,Switzerland,EU.,Y
Eau Claire,United States,N. A,Chicago,United States,N. A,Y
Edinburgh,United Kingdom,EU.,Brussels,Belgium,EU.,Y
Edinburgh,United Kingdom,EU.,Newark,United States,N. A,Y
Vail,United States,N. A,Denver,United States,N. A,Y
Vail,United States,N. A,Houston,United States,N. A,Y
North Eleuthera,Bahamas,N. A,Fort Lauderdale,United States,N. A,Y
El Paso,United States,N. A,Denver,United States,N. A,Y
El Paso,United States,N. A,Houston,United States,N. A,Y
El Paso,United States,N. A,Chicago,United States,N. A,Y
Erie,United States,N. A,Cleveland,United States,N. A,Y
Eugene,United States,N. A,Denver,United States,N. A,Y
Eugene,United States,N. A,Portland,United States,N. A,Y
Eugene,United States,N. A,San Francisco,United States,N. A,Y
Yerevan,Armenia,EU.,Vienna,Austria,EU.,Y
New Bern,United States,N. A,Charlotte,United States,N. A,Y
Newark,United States,N. A,Nantucket,United States,N. A,Y
Newark,United States,N. A,Albany,United States,N. A,Y
Newark,United States,N. A,Amsterdam,Netherlands,EU.,Y
Newark,United States,N. A,Anchorage,United States,N. A,Y
Newark,United States,N. A,Antigua,Antigua and Barbuda,N. A,Y
Newark,United States,N. A,Stockholm,Sweden,EU.,Y
Newark,United States,N. A,Atlanta,United States,N. A,Y
Newark,United States,N. A,Austin,United States,N. A,Y
Newark,United States,N. A,Asheville,United States,N. A,Y
Newark,United States,N. A,Scranton,United States,N. A,Y
Newark,United States,N. A,Barcelona,Spain,EU.,Y
Newark,United States,N. A,Windsor Locks,United States,N. A,Y
Newark,United States,N. A,Belfast,United Kingdom,EU.,Y
Newark,United States,N. A,Birmingham,United Kingdom,EU.,Y
Newark,United States,N. A,Nashville,United States,N. A,Y
Newark,United States,N. A,Bogota,Colombia,S. A,Y
Newark,United States,N. A,Mumbai,India,AS.,Y
Newark,United States,N. A,Boston,United States,N. A,Y
Newark,United States,N. A,Brussels,Belgium,EU.,Y
Newark,United States,N. A,Burlington,United States,N. A,Y
Newark,United States,N. A,Buffalo,United States,N. A,Y
Newark,United States,N. A,Baltimore,United States,N. A,Y
Newark,United States,N. A,Belize City,Belize,N. A,Y
Newark,United States,N. A,Bozeman,United States,N. A,Y
Newark,United States,N. A,Columbia,United States,N. A,Y
Newark,United States,N. A,Paris,France,EU.,Y
Newark,United States,N. A,Charleston,United States,N. A,Y
Newark,United States,N. A,Cleveland,United States,N. A,Y
Newark,United States,N. A,Charlotte,United States,N. A,Y
Newark,United States,N. A,Columbus,United States,N. A,Y
Newark,United States,N. A,Cancun,Mexico,N. A,Y
Newark,United States,N. A,Cincinnati,United States,N. A,Y
Newark,United States,N. A,Dayton,United States,N. A,Y
Newark,United States,N. A,Washington,United States,N. A,Y
Newark,United States,N. A,Delhi,India,AS.,Y
Newark,United States,N. A,Denver,United States,N. A,Y
Newark,United States,N. A,Dallas-Fort Worth,United States,N. A,Y
Newark,United States,N. A,Des Moines,United States,N. A,Y
Newark,United States,N. A,Detroit,United States,N. A,Y
Newark,United States,N. A,Dublin,Ireland,EU.,Y
Newark,United States,N. A,Duesseldorf,Germany,EU.,Y
Newark,United States,N. A,Edinburgh,United Kingdom,EU.,Y
Newark,United States,N. A,Buenos Aires,Argentina,S. A,Y
Newark,United States,N. A,Rome,Italy,EU.,Y
Newark,United States,N. A,Fort Lauderdale,United States,N. A,Y
Newark,United States,N. A,Frankfurt,Germany,EU.,Y
Newark,United States,N. A,Glasgow,United Kingdom,EU.,Y
Newark,United States,N. A,Grand Rapids,United States,N. A,Y
Newark,United States,N. A,Sao Paulo,Brazil,S. A,Y
Newark,United States,N. A,Greensboro,United States,N. A,Y
Newark,United States,N. A,Greenville,United States,N. A,Y
Newark,United States,N. A,Guatemala City,Guatemala,N. A,Y
Newark,United States,N. A,Geneva,Switzerland,EU.,Y
Newark,United States,N. A,Hamburg,Germany,EU.,Y
Newark,United States,N. A,Honolulu,United States,N. A,Y
Newark,United States,N. A,Washington,United States,N. A,Y
Newark,United States,N. A,Houston,United States,N. A,Y
Newark,United States,N. A,Indianapolis,United States,N. A,Y
Newark,United States,N. A,Istanbul,Turkey,AS.,Y
Newark,United States,N. A,Ithaca,United States,N. A,Y
Newark,United States,N. A,Jacksonville,United States,N. A,Y
Newark,United States,N. A,Las Vegas,United States,N. A,Y
Newark,United States,N. A,Los Angeles,United States,N. A,Y
Newark,United States,N. A,London,United Kingdom,EU.,Y
Newark,United States,N. A,Lima,Peru,S. A,Y
Newark,United States,N. A,Liberia,Costa Rica,N. A,Y
Newark,United States,N. A,Lisbon,Portugal,EU.,Y
Newark,United States,N. A,Madrid,Spain,EU.,Y
Newark,United States,N. A,Manchester,United Kingdom,EU.,Y
Newark,United States,N. A,Montego Bay,Jamaica,N. A,Y
Newark,United States,N. A,Kansas City,United States,N. A,Y
Newark,United States,N. A,Orlando,United States,N. A,Y
Newark,United States,N. A,Harrisburg,United States,N. A,Y
Newark,United States,N. A,Memphis,United States,N. A,Y
Newark,United States,N. A,Mexico City,Mexico,N. A,Y
Newark,United States,N. A,Manchester NH,United States,N. A,Y
Newark,United States,N. A,Miami,United States,N. A,Y
Newark,United States,N. A,Milwaukee,United States,N. A,Y
Newark,United States,N. A,Madison,United States,N. A,Y
Newark,United States,N. A,Minneapolis,United States,N. A,Y
Newark,United States,N. A,New Orleans,United States,N. A,Y
Newark,United States,N. A,Munich,Germany,EU.,Y
Newark,United States,N. A,Milano,Italy,EU.,Y
Newark,United States,N. A,Myrtle Beach,United States,N. A,Y
Newark,United States,N. A,Nassau,Bahamas,N. A,Y
Newark,United States,N. A,Tokyo,Japan,AS.,Y
Newark,United States,N. A,Oklahoma City,United States,N. A,Y
Newark,United States,N. A,Omaha,United States,N. A,Y
Newark,United States,N. A,Chicago,United States,N. A,Y
Newark,United States,N. A,Norfolk,United States,N. A,Y
Newark,United States,N. A,Oslo,Norway,EU.,Y
Newark,United States,N. A,West Palm Beach,United States,N. A,Y
Newark,United States,N. A,Portland,United States,N. A,Y
Newark,United States,N. A,Beijing,China,AS.,Y
Newark,United States,N. A,Phoenix,United States,N. A,Y
Newark,United States,N. A,Pittsburgh,United States,N. A,Y
Newark,United States,N. A,Puerto Plata,Dominican Republic,N. A,Y
Newark,United States,N. A,Port-of-spain,Trinidad and Tobago,N. A,Y
Newark,United States,N. A,Panama City,Panama,N. A,Y
Newark,United States,N. A,Punta Cana,Dominican Republic,N. A,Y
Newark,United States,N. A,Providence,United States,N. A,Y
Newark,United States,N. A,Shanghai,China,AS.,Y
Newark,United States,N. A,Puerto Vallarta,Mexico,N. A,Y
Newark,United States,N. A,Portland,United States,N. A,Y
Newark,United States,N. A,Raleigh-durham,United States,N. A,Y
Newark,United States,N. A,Richmond,United States,N. A,Y
Newark,United States,N. A,Rochester,United States,N. A,Y
Newark,United States,N. A,Fort Myers,United States,N. A,Y
Newark,United States,N. A,San Salvador,El Salvador,N. A,Y
Newark,United States,N. A,San Diego,United States,N. A,Y
Newark,United States,N. A,San Pedro Sula,Honduras,N. A,Y
Newark,United States,N. A,San Antonio,United States,N. A,Y
Newark,United States,N. A,Savannah,United States,N. A,Y
Newark,United States,N. A,Louisville,United States,N. A,Y
Newark,United States,N. A,Santo Domingo,Dominican Republic,N. A,Y
Newark,United States,N. A,Seattle,United States,N. A,Y
Newark,United States,N. A,San Francisco,United States,N. A,Y
Newark,United States,N. A,San Jose Del Cabo,Mexico,N. A,Y
Newark,United States,N. A,San Jose,Costa Rica,N. A,Y
Newark,United States,N. A,Santa Ana,United States,N. A,Y
Newark,United States,N. A,Shannon,Ireland,EU.,Y
Newark,United States,N. A,St. Louis,United States,N. A,Y
Newark,United States,N. A,Stuttgart,Germany,EU.,Y
Newark,United States,N. A,Syracuse,United States,N. A,Y
Newark,United States,N. A,Tel-aviv,Israel,AS.,Y
Newark,United States,N. A,Tampa,United States,N. A,Y
Newark,United States,N. A,Tulsa,United States,N. A,Y
Newark,United States,N. A,Traverse City,United States,N. A,Y
Newark,United States,N. A,Berlin,Germany,EU.,Y
Newark,United States,N. A,Knoxville,United States,N. A,Y
Newark,United States,N. A,Hewandorra,Saint Lucia,N. A,Y
Newark,United States,N. A,Bentonville,United States,N. A,Y
Newark,United States,N. A,Edmonton,Canada,N. A,Y
Newark,United States,N. A,Halifax,Canada,N. A,Y
Newark,United States,N. A,Ottawa,Canada,N. A,Y
Newark,United States,N. A,Quebec,Canada,N. A,Y
Newark,United States,N. A,Moncton,Canada,N. A,Y
Newark,United States,N. A,Montreal,Canada,N. A,Y
Newark,United States,N. A,Vancouver,Canada,N. A,Y
Newark,United States,N. A,St. John's,Canada,N. A,Y
Newark,United States,N. A,Toronto,Canada,N. A,Y
Newark,United States,N. A,Zurich,Switzerland,EU.,Y
Key West,United States,N. A,Fort Lauderdale,United States,N. A,Y
Key West,United States,N. A,Fort Myers,United States,N. A,Y
Key West,United States,N. A,Tampa,United States,N. A,Y
Buenos Aires,Argentina,S. A,Newark,United States,N. A,Y
Buenos Aires,Argentina,S. A,Houston,United States,N. A,Y
Fairbanks,United States,N. A,Denver,United States,N. A,Y
Fairbanks,United States,N. A,Chicago,United States,N. A,Y
Fargo,United States,N. A,Denver,United States,N. A,Y
Fargo,United States,N. A,Chicago,United States,N. A,Y
Fresno,United States,N. A,Denver,United States,N. A,Y
Fresno,United States,N. A,Las Vegas,United States,N. A,Y
Fresno,United States,N. A,Los Angeles,United States,N. A,Y
Fresno,United States,N. A,San Francisco,United States,N. A,Y
Fayetteville,United States,N. A,Charlotte,United States,N. A,Y
Fayetteville,United States,N. A,Washington,United States,N. A,Y
Kalispell,United States,N. A,Denver,United States,N. A,Y
Kalispell,United States,N. A,Chicago,United States,N. A,Y
Rome,Italy,EU.,Newark,United States,N. A,Y
Rome,Italy,EU.,Washington,United States,N. A,Y
Franklin,United States,N. A,Cleveland,United States,N. A,Y
Franklin,United States,N. A,Du Bois,United States,N. A,Y
Fort Lauderdale,United States,N. A,Alice Town,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Cleveland,United States,N. A,Y
Fort Lauderdale,United States,N. A,Charlotte,United States,N. A,Y
Fort Lauderdale,United States,N. A,Denver,United States,N. A,Y
Fort Lauderdale,United States,N. A,North Eleuthera,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Newark,United States,N. A,Y
Fort Lauderdale,United States,N. A,Key West,United States,N. A,Y
Fort Lauderdale,United States,N. A,Freeport,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Great Exuma,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Governor's Harbor,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Washington,United States,N. A,Y
Fort Lauderdale,United States,N. A,Houston,United States,N. A,Y
Fort Lauderdale,United States,N. A,Orlando,United States,N. A,Y
Fort Lauderdale,United States,N. A,Marsh Harbor,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Chicago,United States,N. A,Y
Fort Lauderdale,United States,N. A,Philadelphia,United States,N. A,Y
Fort Lauderdale,United States,N. A,Phoenix,United States,N. A,Y
Fort Lauderdale,United States,N. A,San Francisco,United States,N. A,Y
Fort Lauderdale,United States,N. A,Treasure Cay,Bahamas,N. A,Y
Fort Lauderdale,United States,N. A,Tampa,United States,N. A,Y
Florence,United States,N. A,Charlotte,United States,N. A,Y
Freetown,Sierra Leone,AF.,Dakar,Senegal,AF.,Y
Flint,United States,N. A,Cleveland,United States,N. A,Y
Freeport,Bahamas,N. A,Charlotte,United States,N. A,Y
Freeport,Bahamas,N. A,Fort Lauderdale,United States,N. A,Y
Frankfurt,Germany,EU.,Atlanta,United States,N. A,Y
Frankfurt,Germany,EU.,Boston,United States,N. A,Y
Frankfurt,Germany,EU.,Denver,United States,N. A,Y
Frankfurt,Germany,EU.,Dallas-Fort Worth,United States,N. A,Y
Frankfurt,Germany,EU.,Doha,Qatar,AS.,Y
Frankfurt,Germany,EU.,Detroit,United States,N. A,Y
Frankfurt,Germany,EU.,Newark,United States,N. A,Y
Frankfurt,Germany,EU.,Baku,Azerbaijan,EU.,Y
Frankfurt,Germany,EU.,Washington,United States,N. A,Y
Frankfurt,Germany,EU.,Houston,United States,N. A,Y
Frankfurt,Germany,EU.,Jeddah,Saudi Arabia,AS.,Y
Frankfurt,Germany,EU.,New York,United States,N. A,Y
Frankfurt,Germany,EU.,Khartoum,Sudan,AF.,Y
Frankfurt,Germany,EU.,Los Angeles,United States,N. A,Y
Frankfurt,Germany,EU.,Lagos,Nigeria,AF.,Y
Frankfurt,Germany,EU.,Orlando,United States,N. A,Y
Frankfurt,Germany,EU.,Miami,United States,N. A,Y
Frankfurt,Germany,EU.,Chicago,United States,N. A,Y
Frankfurt,Germany,EU.,Seattle,United States,N. A,Y
Frankfurt,Germany,EU.,San Francisco,United States,N. A,Y
Frankfurt,Germany,EU.,Tselinograd,Kazakhstan,AS.,Y
Sioux Falls,United States,N. A,Denver,United States,N. A,Y
Sioux Falls,United States,N. A,Chicago,United States,N. A,Y
Fort Wayne,United States,N. A,Chicago,United States,N. A,Y
Gillette,United States,N. A,Denver,United States,N. A,Y
Guadalajara,Mexico,N. A,Houston,United States,N. A,Y
Guadalajara,Mexico,N. A,Los Angeles,United States,N. A,Y
Guadalajara,Mexico,N. A,San Francisco,United States,N. A,Y
Spokane,United States,N. A,Denver,United States,N. A,Y
Spokane,United States,N. A,Chicago,United States,N. A,Y
Grand Forks,United States,N. A,Denver,United States,N. A,Y
Great Exuma,Bahamas,N. A,Fort Lauderdale,United States,N. A,Y
Governor's Harbor,Bahamas,N. A,Fort Lauderdale,United States,N. A,Y
Rio De Janeiro,Brazil,S. A,Sao Paulo,Brazil,S. A,Y
Rio De Janeiro,Brazil,S. A,Houston,United States,N. A,Y
Rio De Janeiro,Brazil,S. A,New York,United States,N. A,Y
Rio De Janeiro,Brazil,S. A,Miami,United States,N. A,Y
Grand Junction,United States,N. A,Denver,United States,N. A,Y
Grand Junction,United States,N. A,Houston,United States,N. A,Y
Glasgow,United Kingdom,EU.,Newark,United States,N. A,Y
Gainesville,United States,N. A,Charlotte,United States,N. A,Y
Gainesville,United States,N. A,Orlando,United States,N. A,Y
Gainesville,United States,N. A,Tampa,United States,N. A,Y
Gulfport,United States,N. A,Charlotte,United States,N. A,Y
Gulfport,United States,N. A,Houston,United States,N. A,Y
Green Bay,United States,N. A,Chicago,United States,N. A,Y
Killeen,United States,N. A,Houston,United States,N. A,Y
Grand Rapids,United States,N. A,Cleveland,United States,N. A,Y
Grand Rapids,United States,N. A,Denver,United States,N. A,Y
Grand Rapids,United States,N. A,Newark,United States,N. A,Y
Grand Rapids,United States,N. A,Washington,United States,N. A,Y
Grand Rapids,United States,N. A,Houston,United States,N. A,Y
Grand Rapids,United States,N. A,Chicago,United States,N. A,Y
Sao Paulo,Brazil,S. A,Newark,United States,N. A,Y
Sao Paulo,Brazil,S. A,Rio De Janeiro,Brazil,S. A,Y
Sao Paulo,Brazil,S. A,Washington,United States,N. A,Y
Sao Paulo,Brazil,S. A,Houston,United States,N. A,Y
Sao Paulo,Brazil,S. A,New York,United States,N. A,Y
Sao Paulo,Brazil,S. A,Orlando,United States,N. A,Y
Sao Paulo,Brazil,S. A,Miami,United States,N. A,Y
Sao Paulo,Brazil,S. A,Chicago,United States,N. A,Y
Greensboro,United States,N. A,Newark,United States,N. A,Y
Greensboro,United States,N. A,Washington,United States,N. A,Y
Greensboro,United States,N. A,Chicago,United States,N. A,Y
Greenville,United States,N. A,Cleveland,United States,N. A,Y
Greenville,United States,N. A,Newark,United States,N. A,Y
Greenville,United States,N. A,Washington,United States,N. A,Y
Greenville,United States,N. A,Houston,United States,N. A,Y
Greenville,United States,N. A,Chicago,United States,N. A,Y
Great Falls,United States,N. A,Denver,United States,N. A,Y
Guatemala City,Guatemala,N. A,Newark,United States,N. A,Y
Guatemala City,Guatemala,N. A,Washington,United States,N. A,Y
Guatemala City,Guatemala,N. A,Houston,United States,N. A,Y
Guatemala City,Guatemala,N. A,Miami,United States,N. A,Y
Gunnison,United States,N. A,Denver,United States,N. A,Y
Geneva,Switzerland,EU.,Newark,United States,N. A,Y
Geneva,Switzerland,EU.,Washington,United States,N. A,Y
Geneva,Switzerland,EU.,New York,United States,N. A,Y
Geneva,Switzerland,EU.,Montreal,Canada,N. A,Y
Baku,Azerbaijan,EU.,Ashkhabad,Turkmenistan,AS.,Y
Baku,Azerbaijan,EU.,Frankfurt,Germany,EU.,Y
Hannover,Germany,EU.,Brussels,Belgium,EU.,Y
Hamburg,Germany,EU.,Newark,United States,N. A,Y
Hayden,United States,N. A,Denver,United States,N. A,Y
Hilton Head,United States,N. A,Charlotte,United States,N. A,Y
Helena,United States,N. A,Denver,United States,N. A,Y
Tokyo,Japan,AS.,Honolulu,United States,N. A,Y
Tokyo,Japan,AS.,Los Angeles,United States,N. A,Y
Honolulu,United States,N. A,Auckland,New Zealand,O.,Y
