ID,Year,Month,Day,USCG,Vessel,Record,Amount,Death,L_Longitude,L_Latitude,D_Longitude,D_Latitude
"239","2006","5","22","No Data","Rustic","Landing","18","0","-83.01712504130832","29.13746857400746","0.0","0.0"
"240","2006","5","24","No Data","Raft","Landing","5","0","-82.07946031432348","26.42595615823958","0.0","0.0"
"241","2006","5","24","Assured","Go Fast","Interdiction","23","0","-80.21172343527084","24.41214142163395","0.0","0.0"
"242","2006","5","26","No Data","Go Fast","Landing","31","0","-80.58482190305976","24.94998449173889","0.0","0.0"
"243","2006","5","26","No Data","Rustic","Landing","9","0","-86.71322373083763","21.20453344444919","-80.24983840673241","24.08610180390874"
"244","2006","5","27","Ironwood","Rustic","Interdiction","17","0","-79.63424810342228","23.83210631195461","0.0","0.0"
"245","2006","5","30","No Data","Rustic","Landing","17","0","-82.10466295073928","24.58415324924189","0.0","0.0"
"246","2006","6","1","No Data","Rustic","Landing","17","0","-82.12213036053906","26.43990263981473","0.0","0.0"
"247","2006","6","2","Cunningham","Rustic","Interdiction","16","1","-81.32716951634644","24.46282796627999","0.0","0.0"
"248","2006","6","3","No Data","Rustic","Landing","14","0","-82.02849336703497","26.44359073090349","-80.23429525620114","24.08680387475695"
"249","2006","6","3","Adamant","Rustic","Interdiction","9","5","-80.37390335569634","24.69666826044309","0.0","0.0"
"250","2006","6","3","No Data","Raft","Landing","5","0","-81.66314937937196","25.84212227945707","0.0","0.0"
"251","2006","6","4","No Data","Rustic","Landing","18","0","-86.71217291524196","21.20215129017006","0.0","0.0"
"252","2006","6","4","Tripoteur","Raft","Interdiction","5","0","-80.5454815364302","24.7972774659824","0.0","0.0"
"253","2006","6","4","Assured","Raft","Interdiction","6","0","-79.60284869770223","23.97019761929855","-79.65932674368925","23.70743135623052"
"254","2006","6","5","Manatee","Raft","Interdiction","5","1","-80.19670939829177","24.60517372509827","-79.65413313738127","23.7175564062856"
"255","2006","6","7","Adamant","Rustic","Interdiction","15","0","-80.31674616220249","24.17245185249655","-79.88576584465865","23.97604286791488"
"256","2006","6","7","No Data","Rustic","Landing","19","0","-82.71838325481248","28.81383390142179","0.0","0.0"
"257","2006","6","7","Manatee","Rustic","Interdiction","12","0","-80.53961340939912","24.55003037142","0.0","0.0"
"258","2006","6","8","Baleineau","Rustic","Interdiction","11","0","-80.34845930425428","24.76744835365976","0.0","0.0"
"259","2006","6","8","Adamant","Go Fast","Interdiction","23","0","-79.64498746523545","23.9003925662376","0.0","0.0"
"260","2006","6","8","No Data","Raft","Landing","4","0","-81.02593826611414","24.71548350715467","-79.66109331968454","23.73855887581537"
"261","2006","6","9","No Data","Rustic","Landing","12","0","-80.43926109366085","25.07918133152409","0.0","0.0"
"262","2006","6","9","Cunningham","Rustic","Interdiction","11","0","-79.56854393063144","23.87519948603552","-80.09704755716731","24.11501924406734"
"263","2006","6","10","Bonefish","Rustic","Interdiction","11","0","-80.57234679416284","24.0314353151999","0.0","0.0"
"264","2006","6","10","Seagrass","Go Fast","Interdiction","31","0","-79.76706983777407","24.86272960533337","0.0","0.0"
"265","2006","6","11","Bold Reef","Rustic","Interdiction","12","0","-80.31663838367609","24.14740719062844","0.0","0.0"
"266","2006","6","11","No Data","Rustic","Landing","22","0","-82.15110386120438","26.67634911283136","0.0","0.0"
"267","2006","6","12","No Data","Raft","Landing","5","0","-80.60992433639676","24.94645967538595","0.0","0.0"
"268","2006","6","12","Stalwart","Raft","Interdiction","6","0","-80.41872624014815","24.5032725561756","-80.30714589800914","24.05997698481837"
"269","2006","6","12","Tripoteur","Rustic","Interdiction","18","0","-82.175785292292","24.31992593667727","0.0","0.0"
"270","2006","6","13","No Data","Rustic","Landing","16","0","-82.91885286884788","24.63103222827827","0.0","0.0"
"271","2006","6","13","No Data","Raft","Landing","5","0","-82.10458414058309","24.57869698876701","-80.3045971270051","24.07654046124591"
"272","2006","6","14","No Data","Rustic","Landing","13","0","-82.16740211283933","26.80116444878254","0.0","0.0"
"273","2006","6","14","No Data","Rustic","Landing","14","0","-80.31578964972208","25.28882939723751","0.0","0.0"
"274","2006","6","14","Decisive","Raft","Interdiction","4","0","-81.96587892301946","26.27946090961802","0.0","0.0"
"275","2006","6","15","Determined","Rustic","Interdiction","14","0","-80.25706506541955","24.53176242395451","0.0","0.0"
"276","2006","6","15","Bonefish","Raft","Interdiction","5","0","-80.89614488306823","24.36459698025562","0.0","0.0"
"277","2006","6","16","No Data","Rustic","Landing","19","0","-81.94051365693188","26.43143753922296","-79.65413313738127","23.7175564062856"
"278","2006","6","16","Ironwood","Rustic","Interdiction","15","0","-80.7342818192755","24.2691187565942","0.0","0.0"
"279","2006","6","17","Palm Island","Rustic","Interdiction","15","11","-79.61751859767806","23.94526447230568","-80.30165932157927","24.08567076750918"
"280","2006","6","17","Anthony K","Raft","Interdiction","4","0","-80.27787809791693","24.47480287682916","-80.23429525620114","24.08680387475695"
"281","2006","6","17","No Data","Go Fast","Landing","23","6","-82.27639887901425","26.81877074097426","-79.66219119882939","23.74227782920357"
"282","2006","6","19","Stalwart","Rustic","Interdiction","14","0","-79.9416335984691","24.22563724564571","0.0","0.0"
"283","2006","6","20","No Data","Rustic","Landing","11","0","-86.71107914935558","21.20176148874108","0.0","0.0"
"284","2006","6","20","Hurricane","Raft","Interdiction","5","0","-79.61619474387133","23.77709755652656","-79.88872352492575","23.9773964271908"
"285","2006","6","21","No Data","Raft","Landing","5","0","-86.71326595567477","21.20478121435652","0.0","0.0"
"286","2006","6","21","No Data","Rustic","Landing","16","0","-81.23036024443333","24.68229248762399","0.0","0.0"
"287","2006","6","22","Hurricane","Rustic","Interdiction","15","0","-80.78978985214114","24.22760862414913","0.0","0.0"
"288","2006","6","23","Determined","Raft","Interdiction","5","0","-80.23797800798279","24.87594932201919","0.0","0.0"
"289","2006","6","23","Hurricane","Rustic","Interdiction","18","0","-80.70931793094708","24.54945897706774","0.0","0.0"
"290","2006","6","23","No Data","Rustic","Landing","16","0","-86.71280269841574","21.20397318278845","0.0","0.0"
"291","2006","6","24","No Data","Go Fast","Landing","23","0","-80.68126261540604","24.87160457849623","0.0","0.0"
"292","2006","6","25","Pompano","Rustic","Interdiction","17","0","-80.79146269217651","24.54856643739609","-79.65668944364138","23.72841352754437"
"293","2006","6","26","Adamant","Rustic","Interdiction","13","0","-80.22280088977877","25.08322525696056","0.0","0.0"
"294","2006","6","27","Adamant","Rustic","Interdiction","20","0","-79.69374482820346","24.05032188581486","0.0","0.0"
"295","2006","6","27","No Data","Rustic","Landing","13","0","-86.71089905273578","21.20159609392049","0.0","0.0"
"296","2006","6","28","No Data","Rustic","Landing","17","0","-86.71288078488273","21.20250808812379","0.0","0.0"
"297","2006","6","28","Anthony K","Rustic","Interdiction","16","0","-80.16196769502086","25.07869701670574","-80.30165932157927","24.08567076750918"
"298","2006","6","28","Assured","Rustic","Interdiction","15","0","-79.99517779543407","24.76612293333829","0.0","0.0"
"299","2006","6","29","Varley","Raft","Interdiction","5","0","-81.74899794987472","25.04492234075544","0.0","0.0"
"300","2006","6","29","Manatee","Rustic","Interdiction","14","0","-80.26737439607182","24.21086318906742","-80.29536619862245","24.08602043115718"
"301","2006","6","30","No Data","Raft","Landing","5","0","-80.35224916850302","25.17287877499896","0.0","0.0"
"302","2006","6","30","No Data","Rustic","Landing","7","0","-81.70296180559251","25.87849587884438","0.0","0.0"
"303","2006","6","30","Anthony K","Go Fast","Interdiction","27","0","-80.03500860058693","24.33262819568652","0.0","0.0"
"304","2006","6","30","Bold Reef","Rustic","Interdiction","12","3","-79.94712363381443","24.28572037668192","-80.29536619862245","24.08602043115718"
"305","2006","7","1","Ironwood","Go Fast","Interdiction","17","0","-81.98252960872335","26.09412915230379","0.0","0.0"
"306","2006","7","1","Varley","Rustic","Interdiction","13","0","-79.69402015664123","23.94877686311749","0.0","0.0"
"307","2006","7","1","Bonefish","Rustic","Interdiction","15","14","-80.60770748220942","24.08172152488669","0.0","0.0"
"308","2006","7","2","No Data","Rustic","Landing","11","0","-86.71368009329775","21.20525895363638","0.0","0.0"
"309","2006","7","3","Ironwood","Rustic","Interdiction","14","0","-79.63893492393295","24.08516744085595","0.0","0.0"
"310","2006","7","4","Pompano","Go Fast","Interdiction","27","0","-80.97380169268396","24.6027897735467","0.0","0.0"
"311","2006","7","6","Ironwood","Rustic","Interdiction","21","0","-81.76664518625304","25.65323848030712","-80.24021702330406","24.08679382257218"
"312","2006","7","6","Bulwark","Raft","Interdiction","5","0","-80.93352282560676","24.60742738282684","0.0","0.0"
"313","2006","7","6","No Data","Rustic","Landing","13","3","-82.41599062705289","26.9884735732248","-79.66219119882939","23.74227782920357"
"314","2006","7","6","Tripoteur","Go Fast","Interdiction","22","0","-80.065971009191","24.24579111640479","0.0","0.0"
"315","2006","7","7","No Data","Raft","Landing","5","3","-86.71282522253733","21.2041791157955","-79.90129128573923","23.98449869037296"
"316","2006","7","7","Hurricane","Rustic","Interdiction","10","0","-80.14126414255901","24.83226766312171","-80.29254191038436","24.08332659230911"
"317","2006","7","7","No Data","Go Fast","Landing","21","13","-81.80286498340014","26.18125339083987","0.0","0.0"
"318","2006","7","8","Varley","Rustic","Interdiction","13","0","-79.85217727953474","24.18051166800739","-80.24983840673241","24.08610180390874"
"319","2006","7","9","Baleineau","Rustic","Interdiction","11","0","-80.06786006544348","24.63221972422979","-80.30165932157927","24.08567076750918"
"320","2006","7","9","No Data","Rustic","Landing","16","0","-80.65664029802298","24.90368195547259","0.0","0.0"
"321","2006","7","10","No Data","Rustic","Landing","13","0","-81.51903653436086","24.62299640302059","0.0","0.0"
"322","2006","7","11","Torchwood","Go Fast","Interdiction","16","0","-79.98825994681087","25.55562458826858","0.0","0.0"
"323","2006","7","11","Anthony K","Go Fast","Interdiction","12","2","-80.24710224002402","24.18247852574373","-79.65742267184999","23.73044226913693"
"324","2006","7","11","Determined","Raft","Interdiction","7","0","-80.86070108473413","24.3051559896468","0.0","0.0"
"325","2006","7","13","No Data","Rustic","Landing","12","0","-86.71091919310203","21.20256322583958","0.0","0.0"
"326","2006","7","14","No Data","Rustic","Landing","12","0","-81.84400209236189","26.3184182933523","0.0","0.0"
"327","2006","7","14","No Data","Rustic","Landing","18","11","-82.11201168147244","24.54963906033783","0.0","0.0"
"328","2006","7","15","Forthright","Go Fast","Interdiction","31","0","-79.7629934891897","24.06209978520077","-79.66109331968454","23.73855887581537"
"329","2006","7","16","Manatee","Rustic","Interdiction","18","11","-81.22517756957694","24.44506318663875","0.0","0.0"
"330","2006","7","17","No Data","Go Fast","Landing","25","0","-82.91262732264568","24.64248836669633","0.0","0.0"
"331","2006","7","18","Stalwart","Raft","Interdiction","6","0","-79.7703396610706","24.03547620266463","-79.6559597021436","23.72503328776361"
"332","2006","7","18","No Data","Rustic","Landing","25","0","-81.30529656248473","24.65217676390014","-80.3045971270051","24.07654046124591"
"333","2006","7","18","Pompano","Go Fast","Interdiction","36","0","-79.83752005714786","24.22049788698613","0.0","0.0"
"334","2006","7","18","Cunningham","Rustic","Interdiction","15","0","-81.518794669486","24.41516108426254","0.0","0.0"
"335","2006","7","18","Palm Island","Raft","Interdiction","5","0","-81.38038171546255","25.06075263469342","-79.65999190070923","23.73619147168514"
"336","2006","7","19","Bonefish","Go Fast","Interdiction","32","0","-79.74498829739258","23.9621935662802","-79.65999190070923","23.73619147168514"
"337","2006","7","20","Seagrass","Raft","Interdiction","5","3","-79.60505339873536","23.85200141599408","0.0","0.0"
"338","2006","7","21","No Data","Raft","Landing","4","0","-86.71235466552604","21.20324903340469","-79.89168117744464","23.97874989942011"
"339","2006","7","21","No Data","Go Fast","Landing","34","0","-80.69300201726206","24.88131718774326","0.0","0.0"
"340","2006","7","21","No Data","Rustic","Landing","11","0","-82.55082286620373","27.27598611772396","0.0","0.0"
"341","2006","7","21","Barracuda","Rustic","Interdiction","17","0","-81.5755175459047","24.39636512863299","0.0","0.0"
"342","2006","7","22","No Data","Rustic","Landing","11","0","-86.71343756641187","21.202835580003","-79.90018060252056","23.98686289016578"
"343","2006","7","23","Relentless","Rustic","Interdiction","17","0","-80.98112106098887","24.24027623646244","0.0","0.0"
"344","2006","7","23","No Data","Rustic","Landing","11","0","-80.99263046842472","24.72845184893306","0.0","0.0"
"345","2006","7","23","Anthony K","Rustic","Interdiction","13","0","-80.6202096178128","24.60424614266035","0.0","0.0"
"346","2006","7","23","No Data","Raft","Landing","4","0","-86.71053805435028","21.20190972857222","0.0","0.0"
"347","2006","7","23","Forthright","Rustic","Interdiction","17","0","-80.96250071255331","24.43756609071576","0.0","0.0"
"348","2006","7","24","No Data","Rustic","Landing","18","0","-86.71305379536597","21.20441541241827","0.0","0.0"
"349","2006","7","25","No Data","Raft","Landing","5","0","-86.71301272048073","21.20432932259724","0.0","0.0"
"350","2006","7","25","Relentless","Rustic","Interdiction","15","0","-79.96821737414416","25.42095459094792","0.0","0.0"
"351","2006","7","25","No Data","Rustic","Landing","10","0","-81.3844360712019","24.6280187249838","0.0","0.0"
"352","2006","7","26","No Data","Rustic","Landing","11","0","-82.81343005571904","27.77295809563265","-80.24983840673241","24.08610180390874"
"353","2006","7","26","Adamant","Rustic","Interdiction","17","0","-79.95858052788782","24.42806488365725","-80.3045971270051","24.07654046124591"
"354","2006","7","26","Baleineau","Rustic","Interdiction","13","0","-81.99725455679842","24.34567943555251","0.0","0.0"
"355","2006","7","26","No Data","Rustic","Landing","11","0","-86.70983598829574","21.20172657991523","0.0","0.0"
"356","2006","7","27","Tripoteur","Rustic","Interdiction","19","0","-80.05137394244444","24.2708180857924","0.0","0.0"
"357","2006","7","31","No Data","Rustic","Landing","18","0","-81.82159150206418","26.27933659520287","-79.66219119882939","23.74227782920357"
"358","2006","8","1","Decisive","Raft","Interdiction","4","0","-80.81637568190658","24.45207519684831","0.0","0.0"
"359","2006","8","1","No Data","Go Fast","Landing","16","0","-81.81313821677234","26.18508539459042","-80.24021702330406","24.08679382257218"
"360","2006","8","1","No Data","Rustic","Landing","6","0","-82.16232321934123","26.48012533017831","0.0","0.0"
"361","2006","8","1","No Data","Raft","Landing","5","0","-81.64139732399276","24.57051164045236","-79.66439958619682","23.74498519627797"
"362","2006","8","3","No Data","Go Fast","Landing","34","0","-86.71271397140862","21.20382367303266","0.0","0.0"
"363","2006","8","3","Relentless","Rustic","Interdiction","18","7","-81.82913907513993","24.97025211053487","0.0","0.0"
"364","2006","8","4","Hurricane","Rustic","Interdiction","9","0","-82.75332044561962","24.56850524164124","-80.10341945737481","24.11637734106453"
"365","2006","8","4","Determined","Rustic","Interdiction","15","0","-81.52929825888866","25.16793146797498","-80.24983840673241","24.08610180390874"
"366","2006","8","4","No Data","Rustic","Landing","12","0","-86.71348462612717","21.20517620223122","0.0","0.0"
"367","2006","8","5","Varley","Rustic","Interdiction","17","0","-80.53808471971342","24.12785334931286","0.0","0.0"
"368","2006","8","5","No Data","Raft","Landing","5","0","-82.91449702911686","24.6264609773765","0.0","0.0"
"369","2006","8","6","Torchwood","Rustic","Interdiction","15","0","-80.66507217977714","24.41607021699271","0.0","0.0"
"370","2006","8","6","Forthright","Rustic","Interdiction","18","0","-79.68701962986478","23.83723258136712","0.0","0.0"
"371","2006","8","7","Tripoteur","Rustic","Interdiction","19","0","-80.01609800125723","24.50134107294538","0.0","0.0"
"372","2006","8","7","No Data","Rustic","Landing","14","0","-86.71131036437707","21.20260183663094","0.0","0.0"
"373","2006","8","7","Barracuda","Rustic","Interdiction","18","0","-79.73190266171227","24.10201424995948","0.0","0.0"
"374","2006","8","9","Cunningham","Rustic","Interdiction","17","7","-81.1249680918445","24.53753430077407","-79.66219119882939","23.74227782920357"
"375","2006","8","9","Adamant","Raft","Interdiction","5","3","-80.14144806974687","25.1893254583913","-79.89168117744464","23.97874989942011"
"376","2006","8","12","Ironwood","Rustic","Interdiction","16","0","-81.48783404659132","24.37407533785581","0.0","0.0"
"377","2006","8","12","No Data","Go Fast","Landing","30","0","-86.71144287765122","21.20352967157824","-80.30714589800914","24.05997698481837"
"378","2006","8","12","No Data","Go Fast","Landing","20","0","-86.71321357312333","21.20460639244624","0.0","0.0"
"379","2006","8","14","No Data","Rustic","Landing","13","0","-86.71250849230006","21.20362433357664","-79.65999190070923","23.73619147168514"
"380","2006","8","16","Palm Island","Go Fast","Interdiction","40","0","-79.937083122622","26.49930811848783","-79.65999190070923","23.73619147168514"
"381","2006","8","17","Stalwart","Rustic","Interdiction","19","0","-80.48864836491815","24.49459750902421","-79.90129128573923","23.98449869037296"
"382","2006","8","18","No Data","Rustic","Landing","7","0","-83.07440841656401","29.17634283227892","0.0","0.0"
"383","2006","8","18","Adamant","Rustic","Interdiction","13","0","-81.01912120714302","24.57028234971513","0.0","0.0"
"384","2006","8","19","No Data","Go Fast","Landing","22","0","-82.15171578261221","24.54957406082192","-79.66082224762634","23.69966356966585"
"385","2006","8","19","Anthony K","Rustic","Interdiction","20","0","-81.84248423078887","25.1219814606447","-80.10341945737481","24.11637734106453"
"386","2006","8","20","Anthony K","Go Fast","Interdiction","29","0","-80.27536824750209","24.73668704737344","-79.90018060252056","23.98686289016578"
"387","2006","8","20","Determined","Raft","Interdiction","4","0","-80.09086010418446","24.97491961560898","0.0","0.0"
"388","2006","8","21","Barracuda","Rustic","Interdiction","9","0","-81.55964427671304","25.60018891016498","0.0","0.0"
"389","2006","8","21","Cunningham","Rustic","Interdiction","12","0","-80.76277875802158","24.7097737148282","0.0","0.0"
"390","2006","8","21","Cunningham","Rustic","Interdiction","10","0","-80.77505287091806","24.13583742551979","-79.89796410028188","23.98348333605501"
"391","2006","8","22","Tarpon","Raft","Interdiction","5","0","-79.7294792785953","24.32718129078549","0.0","0.0"
"392","2006","8","24","No Data","Rustic","Landing","18","0","-81.09911415296533","24.6891506198506","0.0","0.0"
"393","2006","8","25","Torchwood","Raft","Interdiction","5","1","-81.42209710726753","24.38843563250919","-80.23429525620114","24.08680387475695"
"394","2006","8","25","Cunningham","Go Fast","Interdiction","21","0","-82.12933278890362","24.25636144712638","0.0","0.0"
"395","2006","8","26","No Data","Rustic","Landing","18","0","-86.713584426546","21.20520257781562","-79.65742267184999","23.73044226913693"
"396","2006","8","27","No Data","Rustic","Landing","14","0","-80.45810775188752","25.06571337089959","-79.65413313738127","23.7175564062856"
"397","2006","8","28","No Data","Go Fast","Landing","23","0","-80.50396013480986","25.02314627517218","0.0","0.0"
"398","2006","8","29","No Data","Go Fast","Landing","32","0","-86.71162114741892","21.20305073571925","-80.24021702330406","24.08679382257218"
"399","2006","8","30","No Data","Rustic","Landing","18","0","-86.71145046178171","21.2027014488589","0.0","0.0"
"400","2006","8","30","Bold Reef","Go Fast","Interdiction","33","24","-81.48431643912039","24.4981986245418","-79.65742267184999","23.73044226913693"
"401","2006","8","30","Cunningham","Rustic","Interdiction","15","0","-80.59372342737102","24.22376369271336","0.0","0.0"
"402","2006","8","30","No Data","Raft","Landing","5","0","-81.47354307910496","25.8078159350241","0.0","0.0"
"403","2006","9","1","Pompano","Raft","Interdiction","5","0","-80.44743050959957","24.21976743147649","0.0","0.0"
"404","2006","9","2","Tarpon","Raft","Interdiction","5","1","-79.61610995662346","23.80707487771953","-79.66219119882939","23.74227782920357"
"405","2006","9","4","No Data","Rustic","Landing","8","0","-86.71313772775702","21.20445185154603","0.0","0.0"
"406","2006","9","5","No Data","Rustic","Landing","11","1","-86.70994355921557","21.20247918324415","0.0","0.0"
"407","2006","9","5","No Data","Rustic","Landing","6","0","-86.7119405908844","21.2019479110682","-80.23429525620114","24.08680387475695"
"408","2006","9","6","No Data","Rustic","Landing","13","0","-80.38794320037329","25.12907792975403","0.0","0.0"
"409","2006","9","6","No Data","Rustic","Landing","16","15","-81.55681169759048","24.60986041289619","0.0","0.0"
"410","2006","9","7","No Data","Rustic","Landing","11","0","-82.63340128858462","27.3804826959444","0.0","0.0"
"411","2006","9","8","No Data","Rustic","Landing","11","0","-81.70650686205087","24.68656264239578","0.0","0.0"
"412","2006","9","9","No Data","Rustic","Landing","14","0","-81.66590212271446","24.56836139544413","0.0","0.0"
"413","2006","9","10","No Data","Rustic","Landing","7","0","-81.35042020699471","24.63770148927281","-79.66219119882939","23.74227782920357"
"414","2006","9","10","No Data","Raft","Landing","6","2","-86.71156551068306","21.20191122893224","0.0","0.0"
"415","2006","9","10","Bulwark","Rustic","Interdiction","13","0","-80.35772578802813","24.49950570119224","0.0","0.0"
"416","2006","9","11","No Data","Rustic","Landing","16","5","-80.33217505440392","25.24836256897066","0.0","0.0"
"417","2006","9","14","No Data","Go Fast","Landing","30","14","-82.5292902867238","27.24830687205558","0.0","0.0"
"418","2006","9","14","No Data","Raft","Landing","5","0","-86.71253761693993","21.20239483753024","-79.88576584465865","23.97604286791488"
"419","2006","9","15","No Data","Rustic","Landing","14","0","-81.00741880288724","24.71961915979615","0.0","0.0"
"420","2006","9","17","Assured","Rustic","Interdiction","20","0","-81.8496040765543","24.39347319439805","0.0","0.0"
"421","2006","9","21","Cunningham","Raft","Interdiction","4","2","-79.64874369633043","23.85711866757405","0.0","0.0"
"422","2006","9","21","Varley","Rustic","Interdiction","17","0","-80.13164708133347","24.86242750528276","-79.65999190070923","23.73619147168514"
"423","2006","9","21","No Data","Rustic","Landing","23","0","-82.68364735633814","27.4419212204459","-80.29254191038436","24.08332659230911"
"424","2006","9","21","No Data","Raft","Landing","5","0","-81.68748595476781","24.56085690306341","0.0","0.0"
"425","2006","9","22","No Data","Raft","Landing","5","0","-86.71270781009417","21.20413572373382","-80.24021702330406","24.08679382257218"
"426","2006","9","22","No Data","Rustic","Landing","18","0","-80.8137904185298","24.81413460092287","-79.65413313738127","23.7175564062856"
"427","2006","9","24","Torchwood","Rustic","Interdiction","10","0","-79.92472575446311","24.62378638669469","-79.65742267184999","23.73044226913693"
"428","2006","9","27","No Data","Rustic","Landing","16","2","-82.93809820029628","29.14920342720097","0.0","0.0"
"429","2006","9","28","No Data","Rustic","Landing","18","0","-81.61960606861669","24.58708082123165","0.0","0.0"
"430","2006","9","30","Tripoteur","Raft","Interdiction","5","0","-81.38655611280205","25.43135466703248","0.0","0.0"
"431","2006","9","30","Tarpon","Rustic","Interdiction","15","0","-80.04524912840975","24.94517761175732","0.0","0.0"
"432","2006","10","8","Anthony K","Rustic","Interdiction","6","0","-79.52707880868327","23.74012859919887","0.0","0.0"
"433","2006","10","8","No Data","Raft","Landing","6","0","-82.10988290716944","26.54200944474504","0.0","0.0"
"434","2006","10","10","No Data","Go Fast","Landing","25","0","-82.72715509404813","27.51595604965106","0.0","0.0"
"435","2006","10","13","No Data","Rustic","Landing","20","0","-81.79107171185812","26.05682344214337","-79.6559597021436","23.72503328776361"
"436","2006","10","15","Stalwart","Rustic","Interdiction","11","0","-79.81586615836939","24.05718312492336","0.0","0.0"
"437","2006","10","15","Palm Island","Rustic","Interdiction","22","0","-80.19715625514709","25.0463002993089","0.0","0.0"
"438","2006","10","16","No Data","Rustic","Landing","17","0","-86.7129517692352","21.20429640079372","0.0","0.0"
"439","2006","10","16","No Data","Rustic","Landing","11","0","-81.09719982671955","24.69622021832159","0.0","0.0"
"440","2006","10","17","No Data","Raft","Landing","5","0","-86.71211060647204","21.20300020151234","0.0","0.0"
"441","2006","10","27","Hurricane","Rustic","Interdiction","15","0","-80.49021100878042","24.76520743800036","-80.29832988265768","24.08669093407634"
"442","2006","10","27","Bonefish","Rustic","Interdiction","13","0","-81.02087764321719","24.46722389397752","0.0","0.0"
"443","2006","10","30","Bold Reef","Raft","Interdiction","5","0","-79.63075395924014","23.77880887850382","0.0","0.0"
"444","2006","11","2","No Data","Go Fast","Landing","28","0","-81.17847590511754","25.23461810258107","0.0","0.0"
"445","2006","11","11","Barracuda","Go Fast","Interdiction","25","0","-79.89408153651465","24.34246395255354","0.0","0.0"
"446","2006","11","22","No Data","Rustic","Landing","9","0","-80.78929537067158","24.82166102321741","0.0","0.0"
"447","2006","12","5","No Data","Go Fast","Landing","31","0","-81.68954507417011","24.69480704312808","0.0","0.0"
"448","2006","12","6","Relentless","Go Fast","Interdiction","24","0","-80.39248907085592","24.12826275406232","-79.66219119882939","23.74227782920357"
"449","2006","12","31","Varley","Rustic","Interdiction","8","0","-82.09155341219515","24.45065073114904","0.0","0.0"
"450","2006","12","31","No Data","Rustic","Landing","11","4","-82.12699793953085","24.59606052117391","0.0","0.0"
"451","2007","1","1","No Data","Rustic","Landing","13","0","-81.45000050904018","24.73143435689949","-80.30714589800914","24.05997698481837"
"452","2007","1","1","Assured","Rustic","Interdiction","9","5","-80.16563166443217","23.39294163856352","-80.3045971270051","24.07654046124591"
"453","2007","2","8","Palm Island","Rustic","Interdiction","20","0","-81.51303861378783","24.16338353921165","-79.65742267184999","23.73044226913693"
"454","2007","2","8","No Data","Rustic","Landing","12","0","-81.72444097328008","25.90505891532706","0.0","0.0"
"455","2007","2","11","Bold Reef","Raft","Interdiction","6","0","-82.99640095986285","24.92798886836336","-80.24391947899237","24.08746331776058"
"456","2007","2","15","No Data","Rustic","Landing","14","0","-80.53399931362202","28.54281480183275","0.0","0.0"
"457","2007","2","17","Hurricane","Rustic","Interdiction","14","0","-81.95749255179416","26.25569725316208","0.0","0.0"
"458","2007","2","21","No Data","Raft","Landing","6","0","-86.74852137992288","21.26358765242057","-80.24021702330406","24.08679382257218"
"459","2007","2","22","Varley","Go Fast","Interdiction","29","0","-83.0098034321617","27.12954559706668","0.0","0.0"
"460","2007","2","23","No Data","Rustic","Landing","17","0","-86.7219989368643","21.22137106463642","-80.24983840673241","24.08610180390874"
"461","2007","2","28","Decisive","Rustic","Interdiction","18","0","-79.9460766175565","24.21510102709883","0.0","0.0"
"462","2007","2","28","Manatee","Rustic","Interdiction","15","0","-80.65925273370881","23.96025541635827","-80.10341945737481","24.11637734106453"
"463","2007","3","1","No Data","Go Fast","Landing","25","0","-86.73365318014544","21.23937372795582","0.0","0.0"
"464","2007","3","2","No Data","Go Fast","Landing","26","21","-86.74252957611232","21.24899427683334","0.0","0.0"
"465","2007","3","3","Seagrass","Go Fast","Interdiction","10","2","-79.88560375393048","23.31307229054612","0.0","0.0"
"466","2007","3","4","No Data","Raft","Landing","5","0","-86.80079897788534","21.51644904698281","0.0","0.0"
"467","2007","3","4","No Data","Raft","Landing","5","0","-86.79254674427439","21.49565683355291","0.0","0.0"
"468","2007","3","5","No Data","Rustic","Landing","12","0","-86.72095730150701","21.21931684531294","-80.30497342463124","24.07890526980327"
"469","2007","3","6","No Data","Rustic","Landing","16","0","-81.41663319427731","25.77904992530735","0.0","0.0"
"470","2007","3","7","Torchwood","Rustic","Interdiction","13","3","-81.38910313571583","24.42661801542157","0.0","0.0"
"471","2007","3","8","No Data","Raft","Landing","6","0","-86.71918000668765","21.21480731059652","0.0","0.0"
"472","2007","3","8","No Data","Go Fast","Landing","32","0","-80.75528037666072","28.92397050376293","0.0","0.0"
"473","2007","3","9","No Data","Rustic","Landing","18","0","-80.85751225415717","29.1187443544604","0.0","0.0"
"474","2007","3","10","No Data","Raft","Landing","5","4","-81.19017065168073","24.66845717597383","-79.88576584465865","23.97604286791488"
"475","2007","3","11","No Data","Go Fast","Landing","25","0","-82.69719123599188","28.48508621799037","0.0","0.0"
"476","2007","3","15","No Data","Rustic","Landing","22","0","-82.88032185437778","24.67348640828166","0.0","0.0"
"477","2007","3","15","Ironwood","Go Fast","Interdiction","22","0","-81.3737308633472","23.72395377440058","0.0","0.0"
"478","2007","3","18","Tripoteur","Go Fast","Interdiction","16","0","-82.60184829948854","24.85126508628034","0.0","0.0"
"479","2007","3","20","No Data","Rustic","Landing","13","0","-86.74490409054219","21.25623838825762","0.0","0.0"
"480","2007","3","22","No Data","Rustic","Landing","5","0","-86.74312567831252","21.24979893437945","0.0","0.0"
